X	Y
1.750488e-01	9.669731e-01
1.752930e-01	9.669828e-01
1.755371e-01	9.669927e-01
1.757812e-01	9.670027e-01
1.760254e-01	9.670129e-01
1.762695e-01	9.670232e-01
1.765137e-01	9.670337e-01
1.767578e-01	9.670443e-01
1.770020e-01	9.670551e-01
1.772461e-01	9.670660e-01
1.774902e-01	9.670771e-01
1.777344e-01	9.670884e-01
1.779785e-01	9.670998e-01
1.782227e-01	9.671113e-01
1.784668e-01	9.671230e-01
1.787109e-01	9.671349e-01
1.789551e-01	9.671469e-01
1.791992e-01	9.671591e-01
1.794434e-01	9.671714e-01
1.796875e-01	9.671838e-01
1.799316e-01	9.671965e-01
1.801758e-01	9.672092e-01
1.804199e-01	9.672222e-01
1.806641e-01	9.672352e-01
1.809082e-01	9.672485e-01
1.811523e-01	9.672618e-01
1.813965e-01	9.672754e-01
1.816406e-01	9.672891e-01
1.818848e-01	9.673029e-01
1.821289e-01	9.673169e-01
1.823730e-01	9.673311e-01
1.826172e-01	9.673454e-01
1.828613e-01	9.673598e-01
1.831055e-01	9.673744e-01
1.833496e-01	9.673892e-01
1.835938e-01	9.674041e-01
1.838379e-01	9.674191e-01
1.840820e-01	9.674344e-01
1.843262e-01	9.674497e-01
1.845703e-01	9.674653e-01
1.848145e-01	9.674809e-01
1.850586e-01	9.674968e-01
1.853027e-01	9.675127e-01
1.855469e-01	9.675289e-01
1.857910e-01	9.675451e-01
1.860352e-01	9.675616e-01
1.862793e-01	9.675782e-01
1.865234e-01	9.675949e-01
1.867676e-01	9.676118e-01
1.870117e-01	9.676288e-01
1.872559e-01	9.676460e-01
1.875000e-01	9.676634e-01
1.877441e-01	9.676809e-01
1.879883e-01	9.676986e-01
1.882324e-01	9.677164e-01
1.884766e-01	9.677343e-01
1.887207e-01	9.677524e-01
1.889648e-01	9.677707e-01
1.892090e-01	9.677891e-01
1.894531e-01	9.678077e-01
1.896973e-01	9.678264e-01
1.899414e-01	9.678453e-01
1.901855e-01	9.678643e-01
1.904297e-01	9.678835e-01
1.906738e-01	9.679028e-01
1.909180e-01	9.679223e-01
1.911621e-01	9.679420e-01
1.914062e-01	9.679617e-01
1.916504e-01	9.679817e-01
1.918945e-01	9.680018e-01
1.921387e-01	9.680220e-01
1.923828e-01	9.680424e-01
1.926270e-01	9.680630e-01
1.928711e-01	9.680837e-01
1.931152e-01	9.681045e-01
1.933594e-01	9.681255e-01
1.936035e-01	9.681467e-01
1.938477e-01	9.681680e-01
1.940918e-01	9.681895e-01
1.943359e-01	9.682111e-01
1.945801e-01	9.682329e-01
1.948242e-01	9.682548e-01
1.950684e-01	9.682769e-01
1.953125e-01	9.682991e-01
1.955566e-01	9.683215e-01
1.958008e-01	9.683440e-01
1.960449e-01	9.683667e-01
1.962891e-01	9.683895e-01
1.965332e-01	9.684125e-01
1.967773e-01	9.684357e-01
1.970215e-01	9.684589e-01
1.972656e-01	9.684824e-01
1.975098e-01	9.685060e-01
1.977539e-01	9.685297e-01
1.979980e-01	9.685536e-01
1.982422e-01	9.685777e-01
1.984863e-01	9.686019e-01
1.987305e-01	9.686262e-01
1.989746e-01	9.686508e-01
1.992188e-01	9.686754e-01
1.994629e-01	9.687002e-01
1.997070e-01	9.687252e-01
1.999512e-01	9.687503e-01
2.001953e-01	9.687756e-01
2.004395e-01	9.688010e-01
2.006836e-01	9.688266e-01
